step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
489,DEBIT,1503.15,C77183214,23840.46,22337.31,M99271765,6469.1,4965.95,0
644,DEBIT,3132.59,C52064633,13512.95,10380.36,M38876693,35839.14,32706.55,0
542,PAYMENT,1956.23,C58305998,32165.09,30208.86,M23787241,18570.89,20527.12,0
670,CASH_OUT,689.96,C27232830,5454.05,4764.09,M97891106,1723.33,2413.29,0
278,PAYMENT,4208.57,C21032632,17054.8,12846.23,M45343294,10993.39,15201.96,0
203,CASH_IN,3181.5,C26345196,3942.76,7124.26,M62034833,4080.98,899.48,0
66,PAYMENT,4610.66,C57710644,11727.49,7116.83,M90195408,19097.56,23708.22,0
108,PAYMENT,1536.4,C71922800,17130.83,15594.43,M37479964,10676.68,12213.08,0
268,TRANSFER,3065.53,C74266790,7899.76,4834.23,M26439239,34176.26,37241.79,0
222,DEBIT,1818.5,C40478377,42752.89,40934.39,M47128306,39274.55,37456.05,0
530,CASH_OUT,831.49,C68000317,42931.5,42100.01,M72733792,1424.52,2256.01,0
90,PAYMENT,135.5,C16134838,37451.08,37315.58,M94984077,15127.23,15262.73,0
693,TRANSFER,3002.78,C76616878,21217.61,18214.83,M82845036,35050.8,38053.58,0
255,DEBIT,4070.48,C65479667,35415.42,31344.94,M81227072,26174.65,22104.17,0
455,PAYMENT,470.68,C73909465,26057.45,25586.77,M17205793,47401.51,47872.19,0
253,DEBIT,4979.92,C27560215,10760.1,5780.18,M86864823,29538.17,24558.25,0
257,CASH_IN,2500.71,C44242563,13368.23,15868.94,M68667231,48881.53,46380.82,0
383,PAYMENT,1105.76,C27121293,25657.97,24552.21,M48717255,29168.57,30274.33,0
442,PAYMENT,234.73,C38273783,10954.05,10719.32,M31498743,8368.96,8603.69,0
599,PAYMENT,1153.27,C90810071,17227.92,16074.65,M84725427,2047.86,3201.13,0
90,PAYMENT,4400.35,C11849530,18892.24,14491.89,M37748106,34288.12,38688.47,0
390,TRANSFER,3661.86,C80512681,14579.03,10917.17,M63196234,27778.78,31440.64,0
582,CASH_OUT,2363.28,C76621591,15155.2,12791.92,M71611654,899.94,3263.22,0
44,TRANSFER,2061.54,C57412713,22172.38,20110.84,M10500877,33610.51,35672.05,0
712,PAYMENT,2251.91,C28689791,10354.62,8102.71,M83769322,42625.0,44876.91,0
664,CASH_OUT,4835.6,C96572962,31773.9,26938.3,M26229908,29051.42,33887.02,0
598,CASH_OUT,4295.0,C77571285,25061.91,20766.91,M82099745,8251.65,12546.65,0
19,CASH_IN,2782.43,C45109898,40910.31,43692.74,M27939984,21333.08,18550.65,0
101,PAYMENT,3544.49,C38923078,33479.33,29934.84,M36516237,42524.38,46068.87,0
607,CASH_OUT,3612.39,C58338942,35804.74,32192.35,M67832898,28496.01,32108.4,0
357,CASH_IN,3314.66,C14923642,48321.36,51636.02,M63806099,33006.64,29691.98,0
542,TRANSFER,4438.35,C82891042,22054.07,17615.72,M41086582,4725.04,9163.39,0
33,PAYMENT,1019.9,C97702135,46727.19,45707.29,M37593013,49924.06,50943.96,0
229,PAYMENT,2610.05,C47194050,31523.95,28913.9,M85486953,4578.62,7188.67,0
524,DEBIT,4833.27,C98291620,20297.61,15464.34,M68115874,17574.21,12740.94,0
630,PAYMENT,778.56,C45082941,9844.34,9065.78,M13904296,43645.91,44424.47,0
155,CASH_IN,3749.31,C72771288,31615.82,35365.13,M21857900,23691.99,19942.68,0
423,DEBIT,3540.53,C51195409,31496.09,27955.56,M40269419,39464.23,35923.7,0
246,PAYMENT,1269.58,C81004829,6011.95,4742.37,M65132577,36330.57,37600.15,0
405,TRANSFER,4629.32,C84153263,44953.84,40324.52,M59965553,28635.81,33265.13,0
541,PAYMENT,1297.46,C19831649,32430.7,31133.24,M77060632,28690.41,29987.87,0
161,PAYMENT,994.69,C24012503,11423.38,10428.69,M65044458,9671.06,10665.75,0
702,CASH_OUT,1688.9,C76645106,10552.2,8863.3,M63653415,23060.8,24749.7,0
117,CASH_OUT,2386.44,C59138081,30784.24,28397.8,M58436498,39415.65,41802.09,0
271,PAYMENT,2131.48,C38000320,43803.94,41672.46,M51419377,4464.94,6596.42,0
692,DEBIT,1291.62,C89942132,4940.31,3648.69,M56445508,11002.94,9711.32,0
487,PAYMENT,4071.99,C84544238,5246.33,1174.34,M83514512,32617.86,36689.85,0
172,TRANSFER,903.99,C75953095,43652.26,42748.27,M35768275,10024.2,10928.19,0
274,TRANSFER,3401.09,C75767828,45877.33,42476.24,M25432554,18165.97,21567.06,0
259,PAYMENT,147.57,C22613361,3897.36,3749.79,M40057232,30489.48,30637.05,0
135,CASH_IN,1678.22,C80556892,50029.09,51707.31,M51314590,14152.94,12474.72,0
683,CASH_OUT,2069.36,C43703984,27038.93,24969.57,M30976064,37907.03,39976.39,0
722,TRANSFER,2929.28,C11713460,7280.83,4351.55,M80407193,47538.05,50467.33,0
422,TRANSFER,4669.51,C43566415,45945.44,41275.93,M91282269,927.41,5596.92,0
421,PAYMENT,4197.84,C98405689,34337.18,30139.34,M22020872,17131.35,21329.19,0
186,PAYMENT,4529.62,C40087822,31045.4,26515.78,M13591830,19071.02,23600.64,0
364,CASH_OUT,2865.76,C71980395,36181.1,33315.34,M61956285,22604.53,25470.29,0
607,CASH_IN,4889.26,C88387626,38668.49,43557.75,M25860705,2252.73,-2636.53,0
378,DEBIT,914.31,C35994156,23817.77,22903.46,M68028820,15277.63,14363.32,0
523,PAYMENT,3376.39,C17668509,21568.06,18191.67,M61936075,28380.69,31757.08,0
580,TRANSFER,799.58,C45830413,46358.16,45558.58,M93275373,49208.94,50008.52,0
722,PAYMENT,526.76,C96651529,18728.56,18201.8,M69583464,30903.13,31429.89,0
196,PAYMENT,793.21,C75618063,24138.47,23345.26,M25910839,5781.58,6574.79,0
98,TRANSFER,3392.37,C22868114,45069.21,41676.84,M72618582,33796.37,37188.74,0
605,TRANSFER,4043.79,C65527054,4273.91,230.12,M88683611,21200.53,25244.32,0
22,PAYMENT,1708.26,C78234430,29299.49,27591.23,M81946170,43374.19,45082.45,0
450,CASH_OUT,2106.3,C18433775,3852.97,1746.67,M80295929,17151.12,19257.42,0
172,CASH_OUT,1010.33,C56542534,26058.05,25047.72,M74270076,43099.62,44109.95,0
383,PAYMENT,4091.11,C89344365,18758.26,14667.15,M38526385,47444.63,51535.74,0
134,CASH_OUT,4964.37,C65126177,18654.7,13690.33,M76596719,2553.02,7517.39,0
426,PAYMENT,1919.57,C30183757,26419.68,24500.11,M76141777,32892.65,34812.22,0
25,TRANSFER,3828.42,C57063469,33554.82,29726.4,M45411706,36767.59,40596.01,0
503,DEBIT,2596.03,C98023025,39666.86,37070.83,M61675284,30951.02,28354.99,0
185,TRANSFER,3168.74,C69407278,40397.82,37229.08,M56824602,17679.16,20847.9,0
85,CASH_IN,3145.5,C42026149,16899.31,20044.81,M69505755,45356.22,42210.72,0
567,PAYMENT,4319.04,C96942819,6122.99,1803.95,M95701525,6485.42,10804.46,0
144,TRANSFER,395657.16,C69415979,395657.16,0.0,M90599864,32372.67,403272.08,1
679,TRANSFER,1371.74,C80359390,31928.81,30557.07,M52254501,43924.75,45296.49,0
412,CASH_OUT,1300.9,C13621940,13152.07,11851.17,M56895356,13982.89,15283.79,0
224,DEBIT,4335.83,C14367194,42978.44,38642.61,M74698237,26248.85,21913.02,0
220,CASH_OUT,2665.16,C36671969,39135.02,36469.86,M59912011,46245.64,48910.8,0
179,CASH_OUT,940.78,C91491981,6984.06,6043.28,M64637585,30041.78,30982.56,0
631,PAYMENT,1521.69,C80445740,3666.66,2144.97,M47137544,40571.12,42092.81,0
433,PAYMENT,155.59,C39717276,23085.49,22929.9,M17430638,48379.52,48535.11,0
265,CASH_OUT,445.93,C10175550,36531.47,36085.54,M61851507,10921.17,11367.1,0
429,TRANSFER,3535.55,C13934470,19246.85,15711.3,M16159192,40108.28,43643.83,0
662,CASH_IN,4398.7,C64708663,22446.91,26845.61,M40931948,43467.46,39068.76,0
416,PAYMENT,2265.26,C88037663,23859.32,21594.06,M37124192,44542.63,46807.89,0
453,PAYMENT,4623.38,C72717139,18680.01,14056.63,M67316498,13323.89,17947.27,0
727,TRANSFER,3945.53,C62894626,47133.98,43188.45,M15012055,12382.0,16327.53,0
197,DEBIT,4255.32,C28319454,49426.77,45171.45,M36382643,41111.8,36856.48,0
554,CASH_IN,2856.18,C73691283,16079.0,18935.18,M55053446,29731.76,26875.58,0
53,PAYMENT,3914.97,C87251169,18098.83,14183.86,M19370518,2668.62,6583.59,0
480,PAYMENT,453.05,C34030243,31867.32,31414.27,M68547200,2246.03,2699.08,0
443,TRANSFER,559.77,C90037318,16954.67,16394.9,M62578474,14951.49,15511.26,0
330,PAYMENT,2593.56,C89443352,46651.17,44057.61,M73857650,28289.07,30882.63,0
251,CASH_IN,2351.97,C79574394,12167.58,14519.55,M41683303,43152.1,40800.13,0
123,TRANSFER,107071.25,C43770677,107071.25,0.0,M53141882,22359.36,118682.47,1
387,PAYMENT,3279.95,C46183976,38570.68,35290.73,M73492827,26405.25,29685.2,0
339,PAYMENT,1059.76,C55821057,2206.1,1146.34,M56162622,33434.07,34493.83,0
348,PAYMENT,3844.98,C34618684,24339.7,20494.72,M34928189,38026.32,41871.3,0
29,DEBIT,154.68,C64155199,43190.55,43035.87,M73132152,16706.01,16551.33,0
35,PAYMENT,3783.52,C18115148,27827.79,24044.27,M95430781,42306.93,46090.45,0
518,PAYMENT,3501.0,C26072589,50572.98,47071.98,M90492280,9116.67,12617.67,0
396,CASH_IN,4416.4,C63569894,50538.43,54954.83,M39316023,28499.27,24082.87,0
623,PAYMENT,645.61,C76033009,23731.65,23086.04,M58843914,29911.08,30556.69,0
294,CASH_OUT,4827.31,C23751148,39821.45,34994.14,M37796680,45461.33,50288.64,0
589,PAYMENT,1249.82,C65193808,48008.52,46758.7,M69846915,449.08,1698.9,0
349,TRANSFER,2530.07,C11571391,26994.01,24463.94,M18876915,37924.73,40454.8,0
147,PAYMENT,3143.56,C64286033,45394.67,42251.11,M58770050,5955.28,9098.84,0
67,PAYMENT,159.51,C67353357,13525.92,13366.41,M76566352,1790.63,1950.14,0
520,TRANSFER,1032.87,C82187923,35069.39,34036.52,M50451976,22068.37,23101.24,0
122,PAYMENT,3656.45,C78758442,52105.71,48449.26,M11426740,11399.9,15056.35,0
340,TRANSFER,3846.16,C72067664,14499.5,10653.34,M54099012,32996.71,36842.87,0
175,PAYMENT,3453.6,C10971584,46852.43,43398.83,M45208012,31009.55,34463.15,0
691,CASH_OUT,2575.22,C92455201,3069.77,494.55,M25795290,43343.57,45918.79,0
597,CASH_IN,2774.86,C77920891,15017.77,17792.63,M99015917,39293.75,36518.89,0
451,PAYMENT,4019.91,C44403873,16305.13,12285.22,M21100757,21401.13,25421.04,0
557,PAYMENT,3723.59,C53704248,41029.22,37305.63,M77454578,41431.48,45155.07,0
136,DEBIT,4741.34,C45856430,49179.21,44437.87,M83930599,28098.41,23357.07,0
16,CASH_OUT,1584.1,C88869512,12364.7,10780.6,M36830523,49792.41,51376.51,0
333,PAYMENT,4858.87,C14519690,27917.25,23058.38,M59894443,21785.69,26644.56,0
195,TRANSFER,4126.0,C30738663,25292.28,21166.28,M93885343,39061.9,43187.9,0
496,PAYMENT,629.75,C58533538,8577.43,7947.68,M97103763,1888.21,2517.96,0
9,PAYMENT,660.34,C90277853,33580.16,32919.82,M63983101,19054.87,19715.21,0
334,CASH_IN,1102.53,C90583948,42228.58,43331.11,M32163704,45512.72,44410.19,0
333,CASH_OUT,4821.99,C57328422,18058.85,13236.86,M10431784,48923.58,53745.57,0
327,CASH_OUT,601269.7,C89613742,607136.67,5866.97,M57408330,13758.93,615028.63,1
15,PAYMENT,3976.3,C18069355,44191.83,40215.53,M72130890,10424.02,14400.32,0
614,PAYMENT,825.13,C25767228,8123.6,7298.47,M94282757,30462.9,31288.03,0
226,DEBIT,1082.86,C84950694,49902.47,48819.61,M53803022,218.96,-863.9,0
425,PAYMENT,1468.11,C36907690,5387.41,3919.3,M81363574,7001.58,8469.69,0
408,PAYMENT,204.52,C61607984,46868.54,46664.02,M26953735,40387.39,40591.91,0
113,PAYMENT,286.78,C80913332,44011.09,43724.31,M14366461,28330.77,28617.55,0
428,TRANSFER,289.02,C56518542,15155.11,14866.09,M48639267,35440.83,35729.85,0
1,PAYMENT,1095.4,C79283902,19041.18,17945.78,M75151093,30000.15,31095.55,0
266,PAYMENT,4426.03,C88774100,44993.46,40567.43,M30181102,13544.76,17970.79,0
491,DEBIT,3586.28,C95642285,37581.74,33995.46,M41769627,26313.34,22727.06,0
208,CASH_OUT,4291.53,C81911727,12132.23,7840.7,M29507157,42978.14,47269.67,0
622,PAYMENT,947.09,C79151638,44464.08,43516.99,M68598223,46589.88,47536.97,0
712,CASH_OUT,2938.54,C23215963,28160.7,25222.16,M34785437,43541.14,46479.68,0
369,PAYMENT,1832.0,C72684768,36110.06,34278.06,M80849046,39172.12,41004.12,0
306,TRANSFER,405.54,C55425692,29992.97,29587.43,M42705956,2681.88,3087.42,0
12,CASH_OUT,2880.19,C93292248,19297.43,16417.24,M50712450,13090.09,15970.28,0
345,PAYMENT,2514.02,C62033611,7679.72,5165.7,M55443998,744.65,3258.67,0
465,PAYMENT,3545.95,C49482988,29170.89,25624.94,M47812478,29260.18,32806.13,0
700,CASH_OUT,3567.86,C53666420,40422.57,36854.71,M78507549,28605.43,32173.29,0
666,CASH_IN,3275.49,C48669045,23636.58,26912.07,M48987676,2053.55,-1221.94,0
494,TRANSFER,143.54,C65428338,29926.53,29782.99,M58467615,17333.49,17477.03,0
368,PAYMENT,1767.96,C38230024,20181.32,18413.36,M54646354,25415.18,27183.14,0
420,PAYMENT,398.24,C18321907,25787.72,25389.48,M27999177,33202.36,33600.6,0
171,PAYMENT,2238.72,C54256334,17239.97,15001.25,M70669901,31379.27,33617.99,0
134,PAYMENT,4669.52,C46441374,23274.71,18605.19,M34148408,18496.87,23166.39,0
427,TRANSFER,596.19,C39101773,26311.91,25715.72,M29915865,42576.29,43172.48,0
25,CASH_OUT,4063.05,C43328870,28189.42,24126.37,M73073898,30784.75,34847.8,0
530,PAYMENT,94.96,C18338171,35629.7,35534.74,M54417200,44635.37,44730.33,0
190,PAYMENT,3003.23,C48145817,30374.19,27370.96,M51679917,28459.53,31462.76,0
141,TRANSFER,2314.61,C45588047,48415.76,46101.15,M24163029,21818.84,24133.45,0
555,PAYMENT,671.53,C85650461,17717.49,17045.96,M66609483,32949.55,33621.08,0
658,CASH_IN,2448.01,C30674632,18942.62,21390.63,M88668146,11049.84,8601.83,0
315,TRANSFER,4651.34,C70452086,26197.63,21546.29,M45367363,31203.26,35854.6,0
444,DEBIT,3958.26,C60412729,19014.55,15056.29,M30785579,45563.33,41605.07,0
319,DEBIT,4928.79,C75876620,12305.06,7376.27,M74783604,19865.04,14936.25,0
441,DEBIT,994.75,C18422659,48090.44,47095.69,M59367740,47421.78,46427.03,0
92,PAYMENT,3470.22,C37106379,17285.47,13815.25,M76630564,45320.1,48790.32,0
179,CASH_IN,3188.48,C16633753,5982.59,9171.07,M47972567,48019.11,44830.63,0
56,PAYMENT,1688.59,C42300789,41203.88,39515.29,M57404655,17782.32,19470.91,0
155,PAYMENT,4817.5,C58792241,50999.1,46181.6,M35143995,47910.96,52728.46,0
672,TRANSFER,2795.64,C99061770,13530.12,10734.48,M60064794,39716.6,42512.24,0
111,PAYMENT,4639.68,C74914988,39607.45,34967.77,M65648320,20738.06,25377.74,0
137,PAYMENT,279.3,C92243450,18085.37,17806.07,M11044012,15076.11,15355.41,0
232,PAYMENT,4019.63,C87917307,8602.52,4582.89,M77476898,20868.76,24888.39,0
468,PAYMENT,3590.52,C49420164,13636.67,10046.15,M73572140,4439.72,8030.24,0
732,CASH_OUT,3405.66,C85048570,19458.66,16053.0,M31297075,4674.49,8080.15,0
481,PAYMENT,3593.8,C71309534,32747.35,29153.55,M39939617,19548.45,23142.25,0
68,TRANSFER,240.67,C92686518,34323.15,34082.48,M42557172,43517.02,43757.69,0
249,CASH_IN,3344.47,C66402848,5146.81,8491.28,M87276356,47783.22,44438.75,0
323,TRANSFER,4916.79,C83326051,22429.82,17513.03,M13280789,48975.94,53892.73,0
518,CASH_OUT,378087.49,C84070461,387932.67,9845.18,M20506415,4641.73,382729.22,1
432,CASH_IN,1853.43,C37462187,10514.01,12367.44,M31711516,20294.86,18441.43,0
487,PAYMENT,251.95,C92019001,35660.07,35408.12,M41858513,35380.74,35632.69,0
606,TRANSFER,2172.81,C77078561,31544.59,29371.78,M34822356,45482.35,47655.16,0
429,DEBIT,3331.79,C41702781,30498.95,27167.16,M95400258,22377.31,19045.52,0
269,CASH_IN,856.1,C97896947,50570.25,51426.35,M18426714,27979.88,27123.78,0
709,CASH_OUT,2645.78,C48027448,50275.36,47629.58,M70370420,25986.66,28632.44,0
537,PAYMENT,3765.93,C65326443,42412.17,38646.24,M68019225,20209.03,23974.96,0
148,CASH_IN,3741.18,C46637295,47775.08,51516.26,M28134771,36957.41,33216.23,0
118,PAYMENT,2722.95,C50128100,28348.13,25625.18,M22442660,9279.71,12002.66,0
367,PAYMENT,939.88,C64325643,22688.12,21748.24,M74523112,13904.7,14844.58,0
66,PAYMENT,3642.37,C65435742,18990.07,15347.7,M14024663,12882.86,16525.23,0
370,TRANSFER,978.68,C32341047,39059.95,38081.27,M90432789,41021.55,42000.23,0
175,CASH_OUT,2217.29,C97403242,18580.38,16363.09,M22472097,34154.97,36372.26,0
588,DEBIT,2752.83,C69542582,43992.27,41239.44,M50581094,13631.31,10878.48,0
495,CASH_OUT,1562.39,C80662214,23855.6,22293.21,M21853048,15297.77,16860.16,0
114,PAYMENT,4749.86,C61542588,45522.23,40772.37,M39155667,49137.9,53887.76,0
111,TRANSFER,3518.66,C43463349,8111.23,4592.57,M53894090,16514.06,20032.72,0
439,CASH_OUT,1561.65,C29350536,11360.86,9799.21,M47466710,511.85,2073.5,0
715,TRANSFER,1900.48,C88294032,39850.7,37950.22,M84560540,46937.14,48837.62,0
147,CASH_IN,4027.97,C46006451,42311.59,46339.56,M89074362,19430.05,15402.08,0
35,DEBIT,2097.31,C79707411,5291.13,3193.82,M26339021,33064.41,30967.1,0
309,CASH_OUT,4200.51,C87381687,43275.62,39075.11,M29581571,12149.66,16350.17,0
538,PAYMENT,3862.83,C94576571,52601.5,48738.67,M96651247,6820.12,10682.95,0
14,CASH_OUT,2458.32,C34929441,47624.12,45165.8,M40407887,23385.52,25843.84,0
374,CASH_IN,1159.71,C84893109,39836.61,40996.32,M17144913,49062.42,47902.71,0
557,PAYMENT,3380.69,C18633130,13568.32,10187.63,M65522348,24596.99,27977.68,0
428,DEBIT,1511.0,C79904163,49694.06,48183.06,M76541443,25072.15,23561.15,0
728,PAYMENT,266.77,C45634182,39627.95,39361.18,M54004355,29206.08,29472.85,0
233,TRANSFER,4567.68,C53694820,38356.66,33788.98,M70311494,33129.62,37697.3,0
705,CASH_OUT,3333.76,C59907517,44617.5,41283.74,M71790456,25120.78,28454.54,0
563,CASH_OUT,20.62,C57320034,16886.83,16866.21,M27685156,45828.2,45848.82,0
726,DEBIT,3189.63,C74287273,35772.56,32582.93,M45049385,31957.38,28767.75,0
663,PAYMENT,4703.79,C45429139,15445.57,10741.78,M65597155,45774.42,50478.21,0
440,PAYMENT,836.39,C14888339,19218.64,18382.25,M24411079,12768.0,13604.39,0
502,CASH_OUT,972.49,C43730309,40954.3,39981.81,M33833256,2115.55,3088.04,0
275,PAYMENT,1466.28,C21781649,50500.55,49034.27,M78464673,21564.69,23030.97,0
76,TRANSFER,3579.64,C59480527,10444.04,6864.4,M43495416,16289.86,19869.5,0
439,PAYMENT,3161.55,C22440409,31744.01,28582.46,M80824184,17380.07,20541.62,0
732,PAYMENT,4720.84,C12912803,44944.17,40223.33,M64874638,18703.31,23424.15,0
699,CASH_OUT,1126.75,C83461408,17101.98,15975.23,M82937007,4379.53,5506.28,0
289,CASH_OUT,945.81,C34914792,42593.59,41647.78,M85518225,25035.21,25981.02,0
540,PAYMENT,4646.35,C66816274,25184.18,20537.83,M37489392,9308.34,13954.69,0
692,PAYMENT,2454.94,C89328563,37046.9,34591.96,M16391511,38970.77,41425.71,0
253,PAYMENT,652.99,C37441517,28051.35,27398.36,M10209894,20110.59,20763.58,0
126,TRANSFER,3722.48,C77834548,34502.61,30780.13,M20391169,36833.93,40556.41,0
177,PAYMENT,2460.42,C15121791,20641.94,18181.52,M27033524,30156.94,32617.36,0
37,TRANSFER,1754.36,C97820518,40679.71,38925.35,M49657594,29018.94,30773.3,0
410,CASH_OUT,1815.63,C90342460,2862.11,1046.48,M27811432,23654.08,25469.71,0
611,CASH_OUT,1763.22,C93273594,23223.94,21460.72,M25175225,40088.66,41851.88,0
610,PAYMENT,1085.69,C77618917,42167.24,41081.55,M16005870,15605.56,16691.25,0
127,CASH_OUT,3141.28,C74308392,39719.94,36578.66,M59161322,6175.14,9316.42,0
483,CASH_IN,210.34,C20309359,752.32,962.66,M30554468,44856.13,44645.79,0
168,PAYMENT,4892.01,C24594159,24964.68,20072.67,M88876266,22788.72,27680.73,0
592,PAYMENT,1702.37,C37000081,42857.67,41155.3,M24794966,14125.81,15828.18,0
294,TRANSFER,4832.47,C30803423,7018.83,2186.36,M42994627,4134.23,8966.7,0
638,PAYMENT,640.03,C47849912,13085.57,12445.54,M21675412,8980.76,9620.79,0
343,CASH_OUT,1763.44,C15803003,10540.13,8776.69,M37010823,20085.31,21848.75,0
310,DEBIT,4522.6,C57755049,21510.23,16987.63,M12975695,20926.0,16403.4,0
662,TRANSFER,2273.91,C54527653,19192.52,16918.61,M66503837,22845.14,25119.05,0
528,CASH_OUT,280.15,C42474554,20539.28,20259.13,M73494290,37369.49,37649.64,0
540,CASH_OUT,3622.88,C25130984,4008.69,385.81,M57814619,45171.02,48793.9,0
419,PAYMENT,4228.84,C68602595,31721.8,27492.96,M15592757,21313.3,25542.14,0
444,PAYMENT,23.67,C72056959,47870.3,47846.63,M19529189,48573.56,48597.23,0
685,DEBIT,425.31,C80135478,4990.79,4565.48,M61414988,22682.0,22256.69,0
558,CASH_IN,3443.9,C37193777,43953.55,47397.45,M42336803,18248.77,14804.87,0
236,CASH_OUT,2876.0,C40821253,40888.03,38012.03,M41050794,834.9,3710.9,0
439,CASH_IN,4326.54,C46593570,30812.8,35139.34,M88216942,35043.14,30716.6,0
214,PAYMENT,4841.91,C66184000,21384.26,16542.35,M17524922,44819.22,49661.13,0
85,PAYMENT,2912.59,C35279301,10176.6,7264.01,M24532155,35313.19,38225.78,0
85,PAYMENT,1143.74,C29851561,14714.22,13570.48,M63142814,34170.21,35313.95,0
489,PAYMENT,2067.2,C80909990,41273.27,39206.07,M94299475,46442.65,48509.85,0
65,DEBIT,1661.28,C24813451,30338.13,28676.85,M29150788,36037.21,34375.93,0
646,CASH_IN,1529.89,C97569763,46825.83,48355.72,M53351495,35504.74,33974.85,0
663,DEBIT,2726.42,C14399274,41679.31,38952.89,M23223970,2495.18,-231.24,0
627,TRANSFER,1429.32,C58992789,37599.57,36170.25,M40101068,49026.06,50455.38,0
64,PAYMENT,1023.38,C41959392,1349.04,325.66,M74692130,35433.41,36456.79,0
343,PAYMENT,1847.84,C50621672,11523.23,9675.39,M17104842,144.91,1992.75,0
352,PAYMENT,4099.96,C47823677,10075.86,5975.9,M45372671,11664.36,15764.32,0
158,CASH_OUT,174.69,C96806616,7510.81,7336.12,M72065244,536.2,710.89,0
589,TRANSFER,1355.08,C18252735,6921.04,5565.96,M34687494,17050.45,18405.53,0
491,CASH_IN,3503.35,C93536989,11984.2,15487.55,M40061384,43130.42,39627.07,0
658,DEBIT,4602.92,C94233190,45590.75,40987.83,M73176382,4626.73,23.81,0
463,PAYMENT,3213.3,C82353670,21918.9,18705.6,M81026158,5422.04,8635.34,0
225,PAYMENT,1899.17,C69653046,20647.96,18748.79,M57594407,30215.32,32114.49,0
313,CASH_OUT,3700.09,C85538332,15649.08,11948.99,M19286441,49051.59,52751.68,0
615,PAYMENT,3431.3,C58732264,48055.3,44624.0,M89143084,4198.11,7629.41,0
466,CASH_OUT,3847.7,C35394597,16215.14,12367.44,M97303268,3681.8,7529.5,0
88,TRANSFER,4975.18,C60438069,19351.3,14376.12,M77050835,1396.49,6371.67,0
303,PAYMENT,3014.77,C44587908,39148.91,36134.14,M15792887,19285.35,22300.12,0
680,TRANSFER,4009.15,C49730498,50412.97,46403.82,M57639677,41401.73,45410.88,0
435,TRANSFER,1676.9,C37196786,48246.69,46569.79,M59473772,23354.23,25031.13,0
682,DEBIT,3323.09,C61297687,46573.31,43250.22,M10900128,28827.47,25504.38,0
135,PAYMENT,1965.87,C11657584,25414.56,23448.69,M96977450,16016.9,17982.77,0
50,DEBIT,744.55,C34466254,23252.89,22508.34,M87976031,33081.9,32337.35,0
432,CASH_OUT,140.09,C27269849,49049.75,48909.66,M94769226,32882.4,33022.49,0
340,CASH_OUT,4097.22,C18704674,10161.27,6064.05,M68533693,25626.64,29723.86,0
347,PAYMENT,4326.91,C25775968,5646.39,1319.48,M91384788,44307.56,48634.47,0
646,CASH_OUT,2185.67,C10433223,31567.42,29381.75,M19127237,29478.36,31664.03,0
347,TRANSFER,27.41,C84591120,3389.57,3362.16,M72727108,2447.93,2475.34,0
649,TRANSFER,4973.37,C77054390,39488.11,34514.74,M99492594,8404.42,13377.79,0
245,CASH_OUT,929776.04,C99701351,963124.96,33348.92,M80314360,23091.61,952867.65,1
109,TRANSFER,4257.17,C16677667,8488.51,4231.34,M89009893,23207.29,27464.46,0
533,DEBIT,3491.33,C77984025,9963.44,6472.11,M23496493,5259.06,1767.73,0
90,PAYMENT,1685.9,C96903233,34487.8,32801.9,M90516945,45438.02,47123.92,0
296,DEBIT,1536.48,C13781100,49743.5,48207.02,M70344041,10114.02,8577.54,0
112,PAYMENT,1596.5,C89809367,19697.35,18100.85,M85555285,34292.33,35888.83,0
589,DEBIT,4952.54,C32446387,12417.36,7464.82,M57526653,43266.03,38313.49,0
177,CASH_IN,4508.88,C26123098,53055.6,57564.48,M59445129,20063.41,15554.53,0
343,PAYMENT,4278.86,C86360986,50966.4,46687.54,M98972344,22978.18,27257.04,0
660,TRANSFER,2657.93,C99955279,33148.5,30490.57,M57205157,2244.19,4902.12,0
101,CASH_OUT,538.14,C72676402,37888.52,37350.38,M80456417,20803.27,21341.41,0
629,PAYMENT,2369.69,C58735279,29436.68,27066.99,M83953529,6535.89,8905.58,0
604,TRANSFER,3637.42,C45183868,29117.02,25479.6,M47869930,24956.3,28593.72,0
401,PAYMENT,3039.99,C60172721,46205.81,43165.82,M92439044,46425.39,49465.38,0
28,DEBIT,3336.67,C54706902,36066.94,32730.27,M51190741,10808.01,7471.34,0
537,DEBIT,1183.63,C61892410,31404.15,30220.52,M89222640,23483.79,22300.16,0
58,CASH_OUT,1759.83,C14844793,43877.5,42117.67,M92092132,10007.35,11767.18,0
498,CASH_OUT,4461.37,C67147996,36481.97,32020.6,M26520687,7435.19,11896.56,0
297,CASH_OUT,568.56,C21951646,28998.42,28429.86,M88553358,28759.8,29328.36,0
134,PAYMENT,1061.99,C42074747,34974.18,33912.19,M38573279,31355.68,32417.67,0
331,TRANSFER,2780.01,C84733958,13617.49,10837.48,M53075398,32069.71,34849.72,0
249,TRANSFER,2582.84,C74081087,21278.39,18695.55,M41597770,16471.2,19054.04,0
550,CASH_IN,1664.1,C66844655,36141.4,37805.5,M17148877,6787.57,5123.47,0
75,CASH_OUT,3880.0,C75895494,16559.06,12679.06,M77670003,6194.5,10074.5,0
654,TRANSFER,796.64,C89307951,43521.32,42724.68,M89085617,9848.39,10645.03,0
